,-0.75,-0.5,-0.25,-0.1,-0.09999999999999999,-0.05,0.0,0.25,0.5,0.75,Total
1999,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,11.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,13.0
2001,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0
2002,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0
2003,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0
2004,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0
2005,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0
2006,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,12.0
2007,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,11.0
2008,1.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,12.0
2009,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
2011,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,12.0
2012,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0
2013,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0
2014,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,12.0
2015,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2016,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,8.0
2017,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2018,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2019,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2020,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2021,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,8.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,7.0
